Key	English	Russian
literal.8f04c5413abfe548	Object	Объект
literal.d399de66ff0118a8	Construction	Строительство
literal.21d979309820dae6	Cancel Construction	Отменить строительство
literal.7ffc456a8055f526	Keep	Оставить
literal.9621b6cc34606dae	Demolish Building	Снести здание
literal.f3944b28414bba80	Demolish	Снести
literal.06172fa2d6cb89c2	Grave	Могила
literal.b5b53c6b6aa524c4	Epitaph	Эпитафия
literal.1a1da0b183c43563	Life	Жизнь
literal.bb9f3980f2bbc97c	Memory	Память
literal.002c74bfb00511a9	no residents yet	жителей пока нет
literal.994b327060761b81	assign residents	назначьте жителей
literal.e5b2146f27130767	Dinner	Ужин
literal.86248b6463a42aea	No food stored at this house	В этом доме нет запасов еды
literal.a5ea660e2761d5de	Upgrades	Улучшения
literal.e0dfb377d79d4016	Garden Beds	Грядки
literal.918ec358db8564ef	Chicken Coop	Курятник
literal.738bc03ba50223d5	no free residents	нет свободных жителей
literal.5e6b239f4c33243d	Open slot	Свободное место
literal.91b01d1ffbaee35c	up to 2 workers	до 2 работников
literal.12541b0615599a3b	Remove	Убрать
literal.7a7839c284604264	Assign	Назначить
literal.d408e3eb618c7397	assign hunters	назначьте охотников
literal.b366831c9a309a23	Hunter: open	Охотник: свободно
literal.0865fa25f8c0f505	hunts rabbits/deer	охотится на кроликов и оленей
literal.72f3ce431b6c731c	hunts rabbits	охотится на кроликов
literal.39a8cb1c24e9bfcc	assign fishers	назначьте рыбаков
literal.92400370657ab270	Fisher: open	Рыбак: свободно
literal.9264ec834c7c9ab7	catches fish near water	ловит рыбу у воды
literal.5497dc57a8f63e46	hire haulers and builders	назначьте носильщиков и строителей
literal.f58a7ac39147e1ba	Builder: open	Строитель: свободно
literal.5c65024581a58944	Hauler: open	Носильщик: свободно
literal.9c1d50550baf1696	builds structures	строит здания
literal.05d930e48a88256e	hauls resources and food	перевозит ресурсы и еду
literal.3887621387b94a0d	Already installed.	Уже установлено.
literal.be607218848cf8f2	Upgrade system is not ready.	Система улучшений не готова.
literal.276fe200243529ef	No free space near the house.	Рядом с домом нет свободного места.
literal.4d9b99d70db1c3a5	Done	Готово
literal.9dc4d081b2635aa4	Add	Добавить
literal.92249378c1c3f025	Dishes	Блюда
literal.15f58b8108693c83	Leftovers	Остатки еды
literal.82b1924b30430477	Fuel	Топливо
literal.9d1380e2a9841eca	Housing  ·  Unoccupied	Жильё  ·  Свободно
literal.dc528091e47827e2	Extraction  ·  Timber	Добыча  ·  Древесина
literal.df97dd6447a62edc	Extraction  ·  Stone	Добыча  ·  Камень
literal.c5a4064b88cdf295	Extraction  ·  Iron	Добыча  ·  Железо
literal.40abc634931bfdd6	Extraction  ·  Coal	Добыча  ·  Уголь
literal.e9cbd196e6386410	Extraction  ·  Clay	Добыча  ·  Глина
literal.9a3d8f69cf79fe46	Food  ·  Game	Еда  ·  Дичь
literal.99c506e8da9882d4	Food  ·  Fish	Еда  ·  Рыба
literal.a843537bbf8ebe55	Food  ·  Foraging	Еда  ·  Собирательство
literal.40e1e1e50bfd0b6e	Food  ·  Eggs	Еда  ·  Яйца
literal.0cf5d93510e025aa	Production  ·  Planks	Производство  ·  Доски
literal.cc43d14299da71b0	Production  ·  Pottery	Производство  ·  Керамика
literal.a206610530aff61a	Production  ·  Tools	Производство  ·  Инструменты
literal.19bf2a6809c52a02	Settlement  ·  Supplies	Поселение  ·  Припасы
literal.bf9435b5df926a33	Storage  ·  Materials	Склад  ·  Материалы
literal.8abcc367aa728a31	Storage  ·  Food	Склад  ·  Еда
literal.6a3d98429eff3c68	Trade  ·  Caravan market	Торговля  ·  Караванный рынок
literal.46b40e24d8c45309	Exploration  ·  Expeditions	Разведка  ·  Экспедиции
literal.2ff1bf94cadc1b8b	Infrastructure  ·  Crossing	Инфраструктура  ·  Переход
literal.3ee1871c7b5de99e	Settlement building	Здание поселения
literal.1eac9989cf1bfea9	House	Дом
literal.1829c8a3354a3340	Lumberjack Camp	Лагерь лесорубов
literal.602424a7d222fbf0	Stonecutter Camp	Лагерь каменотёсов
literal.fdb49aae0ff18f64	Sawmill	Лесопилка
literal.12593f5841cb8c0a	Mine	Шахта
literal.a1e3b1fb8febf7d1	Coal Pit	Угольная яма
literal.d250a18533516bb7	Clay Pit	Глиняный карьер
literal.ac52de3748986e7d	Kiln	Обжиговая печь
literal.e6024c1528b1345c	Forge	Кузница
literal.80a37e460ab642c2	Hunter Camp	Лагерь охотников
literal.d29264ac7dfd5547	Fisher Hut	Хижина рыбаков
literal.7bd69b245f4cc860	Forager Camp	Лагерь собирателей
literal.2a281f1b538dffce	Scout Lodge	Пост разведчиков
literal.875455efc673c866	Trading Post	Торговый пост
literal.ad9da53384112b99	Caravan Cart	Караванная повозка
literal.05e8b86e48f2bc02	Storage Yard	Складской двор
literal.a993ec4012fc4eed	Granary	Амбар
literal.6889dd3503008362	Bridge	Мост
literal.b47f6af35a2e5806	no builders assigned	строители не назначены
literal.4cca15effc0595d5	Housed	Есть дом
literal.afb181dbf5df83d2	Camp	Лагерь
literal.ae9108c02ef1f549	Current Task	Текущее занятие
literal.ede773d021efee2f	Food	Еда
literal.bb4aa51a60f5997e	Needs food	Нужна еда
literal.a365dfa9a1e8bd3b	Family	Семья
literal.92687f129f9fac0c	Unrecorded family	Семья не записана
literal.c9404708132ae1fa	Awaiting settlement decision	Ожидает решения поселения
literal.7e238030aa911dc9	Too young for assigned work	Слишком мал для назначенной работы
literal.aa5553c6bd291af4	Available for assignment	Доступен для назначения
literal.69c9e08f704af60f	Assigned to this home	Прикреплён к этому дому
literal.4ea18cb856bef0f6	House is under construction	Дом строится
literal.7a42755ab0e957fa	Temporary refugee camp	Временный лагерь беженцев
literal.49e61fb82bbc6e2b	Waiting for a home	Ожидает жильё
literal.7a671261fd524fc7	Rations are currently covered	Пайков сейчас достаточно
literal.b9052b84fed9a4c4	no stock	нет запасов
literal.630e702136a2239e	stored	на складе
literal.71443a092be3808a	Idle logistics	Логистика бездействует
literal.6a7864f52f51f218	Storage data unavailable.	Данные склада недоступны.
literal.831b9c623c89b38d	No source stock is waiting. Builders are ready for construction jobs.	Нет запасов для вывоза. Строители готовы к строительным работам.
literal.97617e6fcf765f89	No source stock is waiting. Builders can be assigned separately.	Нет запасов для вывоза. Строителей можно назначать отдельно.
literal.33cea5f4d75a1f73	now	сейчас
literal.1d714d696a3faac7	No dishes ready	Нет готовых блюд
literal.d85e69d72912480d	No food ready	Нет готовой еды
literal.f16c444f12936b6e	Next: Leftovers	Дальше: остатки еды
literal.55bab3fd93d5f8bb	Food                         Qty   Nutrition	Еда                     Кол-во   Питательность
literal.f64d655358cfe6a6	Ready	Готово
literal.42e09813df9db712	Pending	Ожидание
literal.c02d2fc23bd8406a	Missing: Pottery	Не хватает: керамика
literal.035072a986b78479	Missing: Food	Не хватает: еда
literal.07453561d08310fd	Raw fallback	Сырая еда
literal.24c08625d3345ad5	Stock: none	Запасы: нет
literal.b3a77e83db8b5f86	Production Upgrade	Улучшение производства
literal.caadbf1b9206d675	Installed	Установлено
literal.0ce4315466a0ef84	Install	Установить
literal.5737ef8f95ab3c1d	Workers already use this upgrade.	Работники уже используют это улучшение.
literal.a08cee890fefed33	Storage stock is ready.	Материалы на складе готовы.
literal.eb84e815d5d167af	Missing storage resources.	На складе не хватает ресурсов.
literal.b2be94f6faba0640	Not enough storage resources.	На складе недостаточно ресурсов.
literal.7dd31a06c6fc5198	This building cannot use that upgrade.	Это здание не может использовать данное улучшение.
literal.0520a1aa503361e0	Upgrade failed.	Не удалось установить улучшение.
literal.28d2852e12221d1e	Offers	Предложения
literal.d7dc0f4a4bb4b0c1	No caravan is trading here.	Сейчас здесь не торгует ни один караван.
literal.2a0956ca96597543	Personal Items	Личные вещи
literal.48fb20bb7f0aba57	Select an item	Выберите предмет
literal.fc5af574b7b5120d	Scout: open	Разведчик: свободно
literal.0e1be595972c1060	free adult available	есть свободный взрослый
literal.71630a3123229699	no free adult available	нет свободного взрослого
literal.699d4f0a3f7ff2a1	Send	Отправить
literal.45d4e033bdce8100	Recall	Отозвать
literal.3205ccfceba003f7	Returning	Возвращается
literal.cb01996e6f8bf4eb	ready for an expedition	готов к экспедиции
literal.e40d5ced88db9429	finishing another duty	завершает другую работу
literal.80f8e56b6e157470	returning to the Lodge	возвращается на пост
literal.b541d2400122567e	Family Trees	Семейные древа
literal.71ae7a27b4b84d8e	Back	Назад
literal.f802b0613e8bedac	No family records	Нет семейных записей
literal.6615a32941da0ee6	No accepted residents yet.	Принятых жителей пока нет.
literal.34fb01f2541b1e7b	Unknown family	Неизвестная семья
literal.a02393e5aab362e1	Father	Отец
literal.4412daf500d10984	Mother	Мать
literal.8453861020aae577	Son	Сын
literal.b72d7520c27a2559	Daughter	Дочь
literal.3d4b24671add2c5a	Husband	Муж
literal.6a29ec476934a468	Wife	Жена
literal.452fd7363c9af7a1	Brother	Брат
literal.f9eb0ff8bb48d5f7	Sister	Сестра
literal.81ba03e94ce19e17	Grandfather	Дед
literal.b641ed7c267b8692	Grandmother	Бабушка
literal.92df0e8cd2c1cf71	Grandson	Внук
literal.0e4e8fecd355d84f	Granddaughter	Внучка
literal.c55aab898bdb77c4	Uncle	Дядя
literal.f401d02ad1e1f0b3	Aunt	Тётя
literal.49544fbb14372b74	Nephew	Племянник
literal.ba9e5ccaed66b919	Niece	Племянница
literal.6cb55f1e7446f1c8	Cousin	Двоюродный родственник
literal.5e040a65fd2a4909	Kin	Родня
literal.52a3b4955f4e9acf	A refugee family has reached the campfire. They are asking for shelter in the settlement.	К костру вышла семья беженцев. Они просят крова в поселении.
literal.36e89d93f7aafaa5	Refugees	Беженцы
literal.676b07b5361441f8	settlement decision	решение общины
literal.ed85dd20b7395075	Accept	Принять
literal.d10a24a69786c14f	Refuse	Отказать
literal.f1f7b595f3af8398	Family: no data	Семья: нет данных
literal.ffabbe9e70ce4dce	Point of Interest	Точка интереса
literal.e15a808ada401975	SCOUT REPORT	ДОКЛАД РАЗВЕДЧИКА
literal.6abdbebed9772059	OK	ПОНЯТНО
literal.6afccfa5c46727ca	SCOUT LODGE  /  EXPEDITION BOARD	ПОСТ РАЗВЕДЧИКОВ  /  ЭКСПЕДИЦИИ
literal.7752982d5d14ec47	THE FIRST EXPEDITION	ПЕРВАЯ ЭКСПЕДИЦИЯ
literal.0baa722e673132c1	Beyond the Firelight	Там, где гаснет свет костра
literal.ae4830e008897190	WHY THE TRAIL MATTERS	ПОЧЕМУ ВАЖЕН ЭТОТ ПУТЬ
literal.9d0da4bd0127b550	The roofs are standing and the camps are working, but beyond the last familiar path the valley is still only rumor. Choose one adult to carry our first map into the unknown.	Дома уже под крышей, промысловые лагеря работают. Но всё, что лежит за последней знакомой тропой, пока известно лишь по слухам. Выберите взрослого, который понесёт нашу первую карту в неизвестность.
literal.a1ad0263dbb03255	Scouts range by day and night, reveal unexplored land, investigate landmarks, and report distant Iron and Coal deposits - and whatever else waits beyond the fog.	Разведчики идут и днём, и ночью: открывают неизведанные земли, обследуют приметные места и приносят вести об отдалённых залежах железа и угля — и обо всём, что ещё скрывает туман.
literal.e221c28818863a13	ONE LODGE  /  ONE SCOUT  /  REASSIGN ANY TIME	ОДИН ПОСТ  /  ОДИН РАЗВЕДЧИК  /  МОЖНО СМЕНИТЬ В ЛЮБОЙ МОМЕНТ
literal.5afd2ab4b3afc607	CHOOSE A RESIDENT	ВЫБЕРИТЕ ЖИТЕЛЯ
literal.3c6baebcc2c6a88a	No adult residents are in the settlement yet.	В поселении пока нет взрослых жителей.
literal.92e0c701861b0d70	PLAN AN EXPEDITION	СПЛАНИРОВАТЬ ЭКСПЕДИЦИЮ
literal.a55cb22362b04613	How Far Beyond the Firelight?	Как далеко уйти от костра?
literal.24436d60355f300c	The Scout is ready and the route is open. Choose how many days of provisions to pack: a longer expedition can chart more ground, but every dawn beyond the Lodge costs another ration.	Разведчик готов, путь открыт. Решите, на сколько дней собрать ему провизию: чем дольше поход, тем больше земли появится на карте, но каждый рассвет вдали от поста потребует ещё одного пайка.
literal.f5f17d909bf8bf37	APPOINT A SCOUT	НАЗНАЧИТЬ РАЗВЕДЧИКА
literal.b54043fbd31b332b	Choose Who Takes the Trail	Кто выйдет на тропу?
literal.502feef090e08dc8	Every map begins with someone willing to leave the familiar road. Choose an adult to carry the Lodge's compass and chart what waits beyond the settlement.	Каждая карта начинается с того, кто решается сойти со знакомой дороги. Выберите взрослого, который возьмёт компас поста и нанесёт на карту земли за пределами поселения.
literal.4452c65a6ef7b79c	Scout or Lodge no longer ready	Разведчик или пост больше не готовы
literal.bef881429f34028c	The selected resident is no longer available. Choose another Scout.	Выбранный житель больше недоступен. Выберите другого разведчика.
literal.0e034eebe49641db	That resident is no longer available for the trail.	Этот житель больше не может отправиться в путь.
literal.5e4559a73f3b187e	Ready to choose the range of this expedition.	Можно выбрать дальность экспедиции.
literal.539ff63370a0db2e	Ready to carry the settlement's first map.	Готов нести первую карту поселения.
literal.8ed7d863db5267c4	Ready to take the Lodge's compass beyond the familiar roads.	Готов унести компас поста за пределы знакомых дорог.
literal.2bf5f224d6f2872b	This Scout or Lodge is no longer ready to depart.	Этот разведчик или пост больше не готовы к отправлению.
literal.6b48a1ea26f2d839	The chosen resident is no longer available. Choose another Scout.	Выбранный житель больше недоступен. Выберите другого разведчика.
literal.107ebe3d65dafb09	The expedition cannot leave without all required rations.	Экспедиция не может отправиться без всех необходимых пайков.
literal.82a9a29d176046e6	Departure could not be completed. Provisions or the Lodge state may have changed.	Не удалось отправить экспедицию. Возможно, изменился запас провизии или состояние поста.
literal.0794ecf82ef20192	SCOUT ON DUTY  /  READY	РАЗВЕДЧИК НА СЛУЖБЕ  /  ГОТОВ
literal.9bf8a12fc75e9c25	SCOUT ON DUTY  /  DEPARTURE BLOCKED	РАЗВЕДЧИК НА СЛУЖБЕ  /  ОТПРАВЛЕНИЕ НЕДОСТУПНО
literal.1e2ef29d52e3662a	CHOOSE A RESIDENT  /  1 READY	ВЫБЕРИТЕ ЖИТЕЛЯ  /  1 ГОТОВ
literal.9fa490294b7ef5bd	Choose a resident to continue	Выберите жителя, чтобы продолжить
literal.8f8dadbed34e4029	Decide Later	Решить позже
literal.76fc6c8df39e8293	Cancel	Отмена
literal.c32c605e50382647	No one can leave their duties today. Return when an adult is free.	Сегодня никто не может оставить свои обязанности. Вернитесь, когда освободится взрослый житель.
literal.bedde9c8393b04a0	The first expedition must wait until enough rations are stored.	Первая экспедиция должна подождать, пока не будет собрано достаточно пайков.
literal.9aaccb45a1c7e703	EXPEDITION RANGE	ДАЛЬНОСТЬ ЭКСПЕДИЦИИ
literal.3ae3a551972b7900	1 DAY	1 ДЕНЬ
literal.e944fac8f1fc5501	Provisions are packed before the Scout leaves.	Провизия будет собрана перед отправлением разведчика.
literal.17741ba8015d241a	The selected resident is no longer available for the trail.	Выбранный житель больше не может отправиться в путь.
